"SKU","Tamanho Pedido","Loja","Data da Venda","Código Cliente","Preço Unitário","Faturamento","Marca","Categoria"
"HL1013","1","São Paulo","9/9/2018","541","R$ 1,550.00","R$ 1,550.00","Nikon","Câmera"
"HL1015","3","Recife","9/9/2018","672","R$ 700.00","R$ 2,100.00","Sony","Câmera"
"HL1021","5","Belo Horizonte","9/9/2018","421","R$ 3,000.00","R$ 15,000.00","Samsung","Celular"
"HL1009","3","Rio de Janeiro","9/9/2018","121","R$ 1,400.00","R$ 4,200.00","Motorola","Celular"
"HL1009","1","São Paulo","9/9/2018","314","R$ 1,400.00","R$ 1,400.00","Motorola","Celular"
"HL1013","1","Nova Iguaçu","9/9/2018","231","R$ 1,550.00","R$ 1,550.00","Nikon","Câmera"
"HL1001","2","Guarulhos","9/9/2018","536","R$ 2,600.00","R$ 5,200.00","LG","Televisão"
"HL1023","3","Salvador","9/9/2018","34","R$ 1,500.00","R$ 4,500.00","Samsung","Notebook"
"HL1005","1","Rio de Janeiro","9/9/2018","99","R$ 1,500.00","R$ 1,500.00","Canon","Câmera"
"HL1015","4","São Paulo","9/9/2018","484","R$ 700.00","R$ 2,800.00","Sony","Câmera"
"HL1001","3","Salvador","9/9/2018","168","R$ 2,600.00","R$ 7,800.00","LG","Televisão"
"HL1019","5","São Paulo","9/9/2018","541","R$ 6,500.00","R$ 32,500.00","Apple","Celular"
"HL1015","1","Belo Horizonte","9/9/2018","590","R$ 700.00","R$ 700.00","Sony","Câmera"
"HL1007","5","Salvador","9/9/2018","775","R$ 2,300.00","R$ 11,500.00","Dell","Notebook"
"HL1023","1","Belo Horizonte","9/9/2018","193","R$ 1,500.00","R$ 1,500.00","Samsung","Notebook"
"HL1007","3","Porto Alegre","9/9/2018","754","R$ 2,300.00","R$ 6,900.00","Dell","Notebook"
"HL1002","3","Recife","9/9/2018","653","R$ 2,500.00","R$ 7,500.00","Apple","Celular"
"HL1001","4","Curitiba","9/9/2018","741","R$ 2,600.00","R$ 10,400.00","LG","Televisão"
"HL1007","3","Guarulhos","9/9/2018","214","R$ 2,300.00","R$ 6,900.00","Dell","Notebook"
"HL1001","4","Recife","9/9/2018","597","R$ 2,600.00","R$ 10,400.00","LG","Televisão"
"HL1001","3","São Paulo","9/9/2018","541","R$ 2,600.00","R$ 7,800.00","LG","Televisão"
"HL1024","1","São Paulo","9/9/2018","114","R$ 2,400.00","R$ 2,400.00","Acer","Notebook"
"HL1015","2","Guarulhos","10/9/2018","392","R$ 700.00","R$ 1,400.00","Sony","Câmera"
"HL1009","4","Fortaleza","10/9/2018","802","R$ 1,400.00","R$ 5,600.00","Motorola","Celular"
"HL1015","2","Campinas","10/9/2018","659","R$ 700.00","R$ 1,400.00","Sony","Câmera"
"HL1020","1","Goiânia","10/9/2018","674","R$ 1,500.00","R$ 1,500.00","Motorola","Celular"
"HL1015","3","São Paulo","10/9/2018","140","R$ 700.00","R$ 2,100.00","Sony","Câmera"
"HL1001","3","Curitiba","10/9/2018","93","R$ 2,600.00","R$ 7,800.00","LG","Televisão"
"HL1002","3","Guarulhos","10/9/2018","596","R$ 2,500.00","R$ 7,500.00","Apple","Celular"
"HL1021","2","Salvador","10/9/2018","156","R$ 3,000.00","R$ 6,000.00","Samsung","Celular"
"HL1002","1","São Paulo","10/9/2018","718","R$ 2,500.00","R$ 2,500.00","Apple","Celular"
"HL1023","5","Salvador","10/9/2018","82","R$ 1,500.00","R$ 7,500.00","Samsung","Notebook"
"HL1014","1","Porto Alegre","10/9/2018","64","R$ 1,100.00","R$ 1,100.00","Samsung","Celular"
"HL1018","3","Salvador","10/9/2018","216","R$ 1,200.00","R$ 3,600.00","Xiaomi","Smart Watch"
"HL1005","5","Rio de Janeiro","10/9/2018","44","R$ 1,500.00","R$ 7,500.00","Canon","Câmera"
"HL1015","1","São Paulo","10/9/2018","145","R$ 700.00","R$ 700.00","Sony","Câmera"
"HL1005","2","Fortaleza","10/9/2018","215","R$ 1,500.00","R$ 3,000.00","Canon","Câmera"
"HL1003","3","Recife","10/9/2018","595","R$ 4,500.00","R$ 13,500.00","Samsung","Celular"
"HL1009","3","Rio de Janeiro","10/9/2018","362","R$ 1,400.00","R$ 4,200.00","Motorola","Celular"
"HL1010","4","São Paulo","10/9/2018","408","R$ 1,900.00","R$ 7,600.00","Apple","Celular"
"HL1024","3","Fortaleza","10/9/2018","622","R$ 2,400.00","R$ 7,200.00","Acer","Notebook"
"HL1008","5","Fortaleza","10/9/2018","735","R$ 2,000.00","R$ 10,000.00","Philco","Televisão"
"HL1013","2","Porto Alegre","10/9/2018","305","R$ 1,550.00","R$ 3,100.00","Nikon","Câmera"
"HL1009","4","Goiânia","10/9/2018","605","R$ 1,400.00","R$ 5,600.00","Motorola","Celular"
"HL1018","3","Fortaleza","10/9/2018","697","R$ 1,200.00","R$ 3,600.00","Xiaomi","Smart Watch"
"HL1024","1","Rio de Janeiro","10/9/2018","377","R$ 2,400.00","R$ 2,400.00","Acer","Notebook"
"HL1005","2","São Paulo","10/9/2018","776","R$ 1,500.00","R$ 3,000.00","Canon","Câmera"
"HL1020","1","São Paulo","10/9/2018","235","R$ 1,500.00","R$ 1,500.00","Motorola","Celular"
"HL1001","3","Fortaleza","10/9/2018","553","R$ 2,600.00","R$ 7,800.00","LG","Televisão"
"HL1001","1","Belo Horizonte","10/9/2018","550","R$ 2,600.00","R$ 2,600.00","LG","Televisão"
"HL1018","1","Rio de Janeiro","11/9/2018","331","R$ 1,200.00","R$ 1,200.00","Xiaomi","Smart Watch"
"HL1003","3","Porto Alegre","11/9/2018","489","R$ 4,500.00","R$ 13,500.00","Samsung","Celular"
"HL1004","1","Rio de Janeiro","11/9/2018","52","R$ 1,750.00","R$ 1,750.00","Apple","Smart Watch"
"HL1002","3","Rio de Janeiro","11/9/2018","52","R$ 2,500.00","R$ 7,500.00","Apple","Celular"
"HL1009","4","São Paulo","11/9/2018","718","R$ 1,400.00","R$ 5,600.00","Motorola","Celular"
"HL1013","1","Recife","11/9/2018","227","R$ 1,550.00","R$ 1,550.00","Nikon","Câmera"
"HL1018","1","Guarulhos","11/9/2018","260","R$ 1,200.00","R$ 1,200.00","Xiaomi","Smart Watch"
"HL1003","1","Curitiba","11/9/2018","22","R$ 4,500.00","R$ 4,500.00","Samsung","Celular"
"HL1019","3","Goiânia","11/9/2018","103","R$ 6,500.00","R$ 19,500.00","Apple","Celular"
"HL1002","3","Recife","11/9/2018","335","R$ 2,500.00","R$ 7,500.00","Apple","Celular"
"HL1002","2","São Paulo","11/9/2018","540","R$ 2,500.00","R$ 5,000.00","Apple","Celular"
"HL1015","2","Belo Horizonte","11/9/2018","590","R$ 700.00","R$ 1,400.00","Sony","Câmera"
"HL1021","3","Belo Horizonte","11/9/2018","693","R$ 3,000.00","R$ 9,000.00","Samsung","Celular"
"HL1019","4","São Paulo","11/9/2018","608","R$ 6,500.00","R$ 26,000.00","Apple","Celular"
"HL1001","4","Nova Iguaçu","11/9/2018","516","R$ 2,600.00","R$ 10,400.00","LG","Televisão"
"HL1023","1","Fortaleza","11/9/2018","719","R$ 1,500.00","R$ 1,500.00","Samsung","Notebook"
"HL1008","3","Salvador","11/9/2018","551","R$ 2,000.00","R$ 6,000.00","Philco","Televisão"
"HL1008","4","São Paulo","11/9/2018","312","R$ 2,000.00","R$ 8,000.00","Philco","Televisão"
"HL1019","1","Belo Horizonte","11/9/2018","721","R$ 6,500.00","R$ 6,500.00","Apple","Celular"
"HL1009","3","São Paulo","12/9/2018","408","R$ 1,400.00","R$ 4,200.00","Motorola","Celular"
"HL1005","2","Guarulhos","12/9/2018","37","R$ 1,500.00","R$ 3,000.00","Canon","Câmera"
"HL1005","2","São Paulo","12/9/2018","316","R$ 1,500.00","R$ 3,000.00","Canon","Câmera"
"HL1001","4","Recife","12/9/2018","555","R$ 2,600.00","R$ 10,400.00","LG","Televisão"
"HL1023","3","São Paulo","12/9/2018","725","R$ 1,500.00","R$ 4,500.00","Samsung","Notebook"
"HL1005","5","Fortaleza","12/9/2018","171","R$ 1,500.00","R$ 7,500.00","Canon","Câmera"
"HL1009","3","Niterói","12/9/2018","236","R$ 1,400.00","R$ 4,200.00","Motorola","Celular"
"HL1015","5","Nova Iguaçu","12/9/2018","231","R$ 700.00","R$ 3,500.00","Sony","Câmera"
"HL1024","4","Belo Horizonte","12/9/2018","186","R$ 2,400.00","R$ 9,600.00","Acer","Notebook"
"HL1021","3","Salvador","12/9/2018","799","R$ 3,000.00","R$ 9,000.00","Samsung","Celular"
"HL1001","3","São Paulo","12/9/2018","683","R$ 2,600.00","R$ 7,800.00","LG","Televisão"
"HL1001","1","Fortaleza","12/9/2018","553","R$ 2,600.00","R$ 2,600.00","LG","Televisão"
"HL1019","1","Rio de Janeiro","12/9/2018","499","R$ 6,500.00","R$ 6,500.00","Apple","Celular"
"HL1024","5","Goiânia","12/9/2018","605","R$ 2,400.00","R$ 12,000.00","Acer","Notebook"
"HL1023","4","São Paulo","12/9/2018","160","R$ 1,500.00","R$ 6,000.00","Samsung","Notebook"
"HL1005","1","São Paulo","12/9/2018","725","R$ 1,500.00","R$ 1,500.00","Canon","Câmera"
"HL1001","5","Fortaleza","12/9/2018","612","R$ 2,600.00","R$ 13,000.00","LG","Televisão"
"HL1001","4","Porto Alegre","12/9/2018","489","R$ 2,600.00","R$ 10,400.00","LG","Televisão"
"HL1021","2","Guarulhos","12/9/2018","185","R$ 3,000.00","R$ 6,000.00","Samsung","Celular"
"HL1008","1","São Paulo","12/9/2018","728","R$ 2,000.00","R$ 2,000.00","Philco","Televisão"
"HL1001","1","Belo Horizonte","12/9/2018","58","R$ 2,600.00","R$ 2,600.00","LG","Televisão"
"HL1013","4","Fortaleza","12/9/2018","292","R$ 1,550.00","R$ 6,200.00","Nikon","Câmera"
"HL1004","2","Goiânia","12/9/2018","762","R$ 1,750.00","R$ 3,500.00","Apple","Smart Watch"
"HL1008","5","Nova Iguaçu","12/9/2018","490","R$ 2,000.00","R$ 10,000.00","Philco","Televisão"
"HL1020","3","São Paulo","12/9/2018","114","R$ 1,500.00","R$ 4,500.00","Motorola","Celular"
